Price,Bedrooms,Bathrooms,Floors,"Waterfront
0 = no
1 = yes","Condition
1 = worn out
5 = excellent","Grade
1 = poor
13 = excellent",Year Built,"Living Space 
(sq.ft.)","Lot Size 
(sq. ft.)"
2.54E+06,5,4.75,2,0,4,10,1941,3750,11596
975000,4,2.5,1,0,3,10,1991,3630,36180
950000,3,1.5,1,0,3,7,1950,2920,12239
350000,2,1,1.5,0,3,7,1944,1820,8157
637000,4,2.75,2,0,3,8,2008,1510,8833
895000,3,2,1,0,3,10,1991,2760,9620
579000,2,2,1,0,5,7,1946,1760,7200
314900,4,1.75,1,0,3,7,1958,2460,34850
122000,2,1,1,0,3,6,1945,1300,6000
405000,2,1,1,0,5,7,1927,1300,3000
553650,2,2.5,2,0,3,8,1997,1430,4400
369900,2,2.5,3,0,3,8,2007,1770,1924
225000,3,2,1,0,4,7,1979,1980,15204
160000,2,1,1,0,3,6,1918,1780,9306
449500,4,2,1,0,3,8,1961,2220,150282
650000,3,1,1,0,4,7,1953,1300,8707
542126,4,2.5,2,0,3,8,1977,2850,39216
309950,3,1.5,1,0,3,7,1985,1210,15606
115000,2,1,1,0,3,5,1913,1350,10208
221700,2,1.5,1,0,4,7,1957,2250,17286
726000,3,2.5,1.5,0,4,8,1915,1010,3880
515000,3,1.75,1,0,4,7,1926,1260,4680
756000,4,2.5,2,0,3,9,1991,3090,10740
1.57E+06,4,3.75,2,0,5,9,1927,2940,5573
442000,4,2.25,1,0,4,8,1979,2110,12459
260000,4,2,2,0,4,7,1975,1710,7500
390000,2,1.75,1,0,4,7,1923,1440,4000
459500,2,1,1,0,3,7,1929,1370,4998
330000,3,1.5,1,0,5,7,1948,1410,9820
189000,2,1,1,0,3,6,1944,1110,7150
280000,3,1,1.5,0,4,7,1954,1540,9677
400000,2,1.75,1,0,2,7,1948,1480,9519
368000,4,2,1,0,5,6,1942,1020,5940
390000,4,1.75,1.5,0,4,8,1968,2220,7875
245000,2,1,1,0,3,6,1945,1030,5720
375000,4,2.5,1,0,4,7,1960,1780,8432
465000,5,1.5,1,0,3,6,1961,1560,12473
445000,3,2,1,0,3,7,1997,1250,9100
250000,3,1,1,0,3,7,1952,1170,7800
475500,3,1,1,0,4,8,1952,1440,7200
672324,2,1.75,1.5,0,3,8,1940,2310,6301
420000,3,2,1,0,3,6,1937,1510,5854
515000,3,2,1.5,0,5,7,1907,1690,5100
732350,4,2.5,2,0,3,9,1986,2450,8706
297500,4,2.5,2,0,3,7,2005,2020,5000
475000,3,1.5,1.5,0,3,8,1929,1490,4375
414000,4,2.5,2,0,3,7,2003,2230,6300
357250,3,1.5,1,0,4,6,1952,1260,8840
289950,2,1,1,0,4,6,1950,950,6000
550000,3,1,1,0,4,6,1917,1290,3960
446000,3,1.75,1,0,3,7,1958,1460,9998
279000,3,1.5,1.5,0,4,5,1932,1590,16317
370000,3,2.25,2,0,3,7,1988,1890,5018
216000,3,2,1,0,3,6,1998,1300,9091
1.10E+06,3,2.5,1,0,3,7,1952,3050,11775
1.28E+06,4,2.5,1,0,5,8,1977,3680,17314
355000,2,1.5,1,0,3,7,1988,1500,5000
699000,4,2.5,2,0,3,9,1988,2330,7480
412000,3,2.5,3,0,3,8,2014,1509,2431
276000,2,1,1,0,3,6,1923,1110,7200
100000,2,1,1,0,3,6,1944,1380,6946
955500,4,1.75,1.5,0,3,8,1914,1900,5080
199000,3,1,1,0,3,7,1958,1560,10800
762000,4,3.5,2,0,3,9,2007,3550,8747
425000,4,2,1,0,5,7,1967,1520,7783
546000,2,1,2,0,3,7,1910,2050,6201
419600,3,1.75,1,0,3,7,1976,1890,9529
735000,4,2.25,1,0,5,8,1954,1800,5102
1.23E+06,2,2.5,3,0,3,11,2011,2440,1229
445000,2,2,2,0,3,7,1985,1660,5000
665000,3,2,1,0,3,8,1974,2630,41275
1.29E+06,5,3.5,1,0,3,11,2002,1880,9255
508500,4,2.75,2,0,3,8,1979,2520,13000
345950,5,1,1.5,0,3,8,1934,1390,8020
207500,3,1,1,0,3,7,1968,1200,9750
1.08E+06,4,2.5,1,0,4,8,1969,2380,10920
640000,3,1,2,0,4,8,1930,1560,6000
329500,3,1,1,0,4,7,1941,1400,13068
460000,4,2.75,1,0,3,8,1979,2120,9585
1.23E+06,3,1.75,1.5,0,3,8,1948,2850,15803
805000,5,3,2,0,4,7,1924,1840,7200
200000,3,1.5,1,0,3,6,1963,1230,12196
749700,3,1.75,1,0,3,8,1977,2460,14430
535000,2,1,1,0,4,7,1927,1470,3774
330000,3,2.25,1,0,4,7,1950,1620,6930
479200,3,2,1.5,0,4,7,1928,1500,5000
373000,5,2.5,2,0,3,8,2006,2340,5980
355000,4,1.5,1,0,4,7,1953,1710,6000
275000,3,2,1,0,3,7,2008,1620,4000
380000,3,1.5,1,0,3,7,1949,1660,4288
417000,2,1.75,1,0,4,7,1915,1390,4080
1.17E+06,5,3.75,2,0,3,11,2004,4630,16531
598500,3,2.25,1,0,3,10,1978,2510,12000
629000,3,2,1,0,5,7,1920,1380,5000
226950,2,1,1,0,3,6,1957,1250,6600
1.23E+06,4,2.5,1.5,0,4,9,1939,2840,10960
415000,3,2.25,1,0,5,8,1979,2350,11397
595000,3,2.5,2,0,3,8,2001,1940,3485
209950,3,1.75,1,0,5,6,1968,1050,5200
568000,3,1.75,1,0,3,7,1973,2320,87120
119900,2,1,1,0,3,6,1951,1760,6360
207000,3,1,1,0,4,7,1962,1230,10400
195000,3,1,1,0,3,7,1967,1880,20250
324950,3,1.5,1,0,3,7,1955,1400,8645
210000,1,1,1,0,4,6,1947,1420,7560
1.08E+06,4,2.75,2,0,3,9,1995,1890,24000
325088,4,1,1,0,3,7,1954,1500,6380
790000,4,3,2,0,4,8,1977,1580,7050
150000,2,1,1,0,3,5,1982,2010,109642
790000,3,3,2,0,3,10,1999,2070,25067
255000,2,1,1,0,3,6,1910,1540,3000
697000,4,3,1.5,0,5,7,1928,1570,4500
457500,2,1,1,0,4,7,1908,1240,5000
690000,3,2,1.5,0,5,8,1940,1740,5100
967000,4,3.25,2,0,3,9,1917,1860,4356
980000,4,1.75,1,0,4,9,1968,2880,16594
619420,4,2.75,2,0,4,9,1988,2330,14803
389000,2,1,1,0,3,6,1910,1460,4100
500000,3,1,1,0,3,7,1964,1740,5475
569000,4,1.75,1,0,4,7,1950,2380,13176
425000,4,2.25,1,0,4,7,1967,1560,7700
635000,4,2.25,1,0,4,8,1948,1740,6180
256500,2,1,1,0,4,6,1980,1540,9750
695000,4,2.5,2,0,3,8,2005,2810,11282
535000,4,1.5,1.5,0,3,7,1945,1580,5000
454200,4,2.5,2,0,3,8,2004,2630,5379
418500,2,1,1,0,3,6,1943,1460,5800
749950,4,2.75,2,0,4,9,1983,2790,35445
338500,3,1.75,1,0,3,8,1999,1750,7200
1.25E+06,4,3.75,1.5,0,3,10,1992,3380,9240
299950,3,2.5,2,0,4,8,1993,1890,8910
325000,4,1.75,1,0,3,7,1963,1760,11520
434000,4,3,2,0,3,8,1973,2090,8203
328950,4,1.75,1,0,5,7,1978,2220,9477
2.10E+06,5,3.75,2.5,0,4,10,1912,3910,9418
570000,4,2,2,0,3,8,1978,2420,38130
802000,3,2.25,2,0,3,8,2014,1700,6991
525000,3,1,1.5,0,3,7,1918,2370,4560
700000,6,3,2.5,0,4,8,1907,2590,4550
350000,3,1.75,1,0,3,6,1956,2180,217799
277500,2,1.5,3,0,3,7,2005,1390,1756
1.58E+06,5,2.75,1,0,4,10,1975,3220,19800
195000,3,1,1.5,0,5,6,1913,1210,5500
222000,3,2,1,0,3,7,1968,1430,6338
865000,5,3,1,0,4,8,1979,2260,8604
445000,4,2,1,0,5,7,1959,1540,6000
495800,4,1.5,1.5,0,3,7,1924,1740,4455
548500,3,1,1.5,0,3,7,1924,1720,4400
310000,3,1.75,1,0,4,7,1974,1590,9820
205000,3,1.5,1,0,4,7,1962,1740,10088
470000,5,3.75,2,0,3,7,2003,3000,8584
430000,3,1.5,1.5,0,3,7,2002,2480,339332
310000,2,2,3,0,3,7,1999,1439,1387
355000,4,1,1.5,0,4,7,1953,1330,8395
621500,5,2.5,1,0,4,8,1968,2600,14273
175000,6,1.5,1,0,3,7,1971,1780,9520
326000,6,1.5,1,0,3,7,1971,1780,9520
690000,4,3.5,1.5,0,3,7,1920,1500,3340
335000,4,2.5,2,0,3,8,2003,2270,7246
197000,4,1,1,0,3,7,1961,1340,9702
312500,3,1.75,1,0,3,7,1950,1790,7425
436000,3,2.25,1,0,5,7,1959,1880,6960
1.02E+06,4,2.5,2,0,3,8,2002,2080,3570
805000,4,2.5,2,0,3,9,1992,3460,17223
652427,4,2.25,2,0,4,8,1979,2400,13129
1.01E+06,3,2.5,1,0,4,9,1945,2900,45738
355000,4,2.5,2,0,3,9,1999,2520,6667
334550,2,1,1,0,3,7,1939,1960,9395
557500,3,2.25,2,0,3,8,1984,2160,11424
277500,4,2.25,1,0,3,7,1963,1640,7200
300000,4,3,1,0,3,6,1960,1430,10800
325000,4,1,1.5,0,4,7,1928,1230,3844
402500,4,2,1,0,3,7,1951,1480,3504
461000,3,1.75,1,0,4,7,1963,2250,7700
540000,3,1,1.5,0,3,7,1926,1270,4175
385000,3,1,1,0,4,7,1971,1090,4000
480000,2,1,1,0,3,7,1924,1470,3814
539950,3,2.25,1,0,4,8,1963,3500,7149
529000,3,2.25,2,0,3,9,1990,2580,83558
417000,3,2.5,2,0,3,7,2008,1320,1414
405000,3,1.5,1,0,3,7,1966,2310,12500
299000,3,2.25,1,0,4,8,1966,2080,9100
299000,3,1.75,1,0,3,7,1983,1330,15657
372220,3,1,1,0,3,7,1951,1680,5000
494400,2,1.75,1,0,4,6,1904,1850,3600
280000,3,1.75,1,0,3,7,1958,2520,6500
277950,3,2.5,2,0,3,7,1992,2091,7547
770000,3,2.75,2,0,3,8,1996,2190,49658
760000,4,2.5,2,0,3,10,1989,3510,35248
230000,2,2,1,0,3,7,2004,1510,3608
525000,4,2.5,2,0,3,9,1994,2000,7704
307000,3,1,1.5,0,3,7,1927,1210,7700
253779,4,2,1.5,0,3,6,1947,1820,14600
405000,3,1.5,1,0,3,8,1968,1820,8660
360000,2,1,2,0,4,6,1942,1620,11250
521000,2,1,1.5,0,4,6,1910,2540,13680
680000,4,2.5,2,0,3,9,1978,2940,11999
355000,1,0.75,1,0,4,4,1950,2830,14311
200000,3,1.5,1,0,4,7,1968,1240,9620
330000,3,2.25,1,0,3,7,1993,1930,5625
221000,3,2.25,2,0,3,7,1987,1600,5999
1.60E+06,4,4.5,2,0,4,11,1910,2660,6000
310000,2,1,1,0,4,6,1947,1760,7510
862000,4,2.25,1.5,0,5,8,1932,2020,4940
200000,3,1.5,1,0,3,7,1960,1140,8340
630000,4,2.5,1,0,5,7,1957,1560,11100
432250,3,2.25,2,0,3,7,1985,1740,5999
478000,3,2.25,1,0,4,7,1977,2250,9583
249000,4,2.25,1,0,3,7,1962,1860,9576
495000,5,3,1,0,3,9,2006,1420,5940
630000,4,2.5,1,0,4,7,1960,2000,8800
550000,4,2.5,2,0,3,8,1997,2150,27540
350000,3,2.5,2,0,4,8,1994,2530,10603
270000,5,1.5,2,0,3,7,1966,1480,7705
488250,4,2,1,0,3,7,1963,1970,10754
248000,4,3.5,2,0,3,7,1986,1280,6664
889000,4,3.5,3,0,3,9,2014,1360,5000
375000,1,1,1,0,3,6,1927,2160,5250
933000,3,1.5,2,0,3,7,1906,1820,2460
625000,3,2.25,1,0,3,8,1977,2490,8700
328000,2,1,1,0,3,6,1943,1620,5100
470000,4,2.25,1,0,4,8,1969,2390,9900
502500,5,2.5,2,0,3,8,2007,2150,8400
484000,3,1.75,1,0,3,7,1976,1900,17250
252500,2,1,1,0,4,6,1961,1190,10000
610000,3,2.5,2,0,3,8,1987,2650,8500
419000,4,2,1,0,4,8,1969,2190,10987
322500,4,2.25,2,0,4,8,1986,2030,7846
563000,6,1,1.5,0,3,7,1918,1630,3200
464000,4,2.5,2,0,3,9,1993,2650,11720
870000,4,4.25,2,0,4,10,1951,2540,9375
280000,2,1.5,2,0,3,8,2003,1020,1087
850000,3,2.5,2,0,3,9,1994,3280,11446
458950,2,1,1,0,3,7,1946,1580,4275
122000,2,1,1,0,3,6,1946,1710,6594
525000,5,3,2,0,3,7,1994,1060,5500
286300,2,1,1,0,3,7,1962,1490,39747
218450,2,1,1,0,4,6,1952,1300,11674
525000,3,1.5,1,0,3,7,1955,1510,3900
650000,3,1.5,1,0,3,7,1955,1510,3900
356000,4,2,1.5,0,3,7,1949,1610,34900
436500,2,1,1,0,3,7,1951,1510,5000
410000,3,1.75,1,0,3,7,1979,1570,9152
512500,4,1.75,1,0,4,7,1950,1890,7996
510000,4,1,1,0,3,6,1925,1910,7200
566000,4,1.75,1,0,4,8,1966,2220,9612
525000,3,1.75,1.5,0,3,8,1948,2420,20500
435000,3,1,1,0,3,6,1920,1410,5834
406500,3,2.75,1,0,3,8,1989,2060,61903
550000,5,2.75,1,0,3,8,1966,2050,8820
251000,3,2,1.5,0,5,6,1949,1280,10212
830000,3,1.5,1,0,4,8,1959,2320,10160
803000,4,2.5,2,0,3,9,1989,2740,7837
206000,3,1,1,0,4,5,1942,1050,11348
200000,4,1,1.5,0,3,7,1944,1160,7467
219000,2,1,1,0,3,6,1952,900,5160
777000,4,4,1,0,3,7,1962,1930,6000
593700,3,2.5,2,0,3,8,1979,2180,19800
712500,3,1.5,1,0,4,7,1956,2350,10053
600000,4,1.5,1.5,0,4,7,1946,1740,6014
554663,3,2,1.5,0,3,7,1940,1850,6398
267000,3,1,1,0,4,7,1962,1470,8532
390000,3,2,1,0,5,7,1953,1430,8493
335000,6,2,1,0,3,7,1979,2020,5000
938000,4,2.5,1,0,5,8,1975,2530,10658
370000,4,2.75,1,0,3,7,1993,2060,9678
335000,5,2.5,2,0,3,7,2003,2200,4465
695000,5,2,1.5,0,3,7,1923,1780,4240
387500,3,1,1,0,4,7,1953,1640,14333
245000,3,2.5,2,0,3,7,1992,1650,7200
308550,3,2,1,0,3,7,1990,1360,11520
225000,3,1.75,1,0,3,7,1968,1270,11475
715000,4,2.5,2,0,3,9,1993,3100,31105
335000,3,1,1,0,4,7,1954,1170,8188
634000,3,2.5,2,0,3,9,2003,2370,4050
337500,5,2,1,0,3,7,1956,2000,7176
440000,1,1,1,0,4,6,1940,2160,9794
350000,3,1.75,1,0,3,7,1990,1260,13707
400000,2,1,1,0,3,5,1918,930,1392
1.29E+06,4,3.5,2,0,4,11,1989,3880,15508
435000,3,1,1,0,4,7,1954,1060,10000
681000,4,2.5,2,0,3,8,2004,3130,6163
397000,3,3.5,2,0,3,8,2007,1360,1275
775000,4,2.5,2,0,3,10,1996,3600,28435
480000,3,2.25,1,0,4,7,1959,1960,9090
158000,3,2.5,2,0,4,7,1985,1780,7210
590000,3,2,1.5,0,3,8,2005,3180,212137
772500,5,2.75,2,0,3,9,2004,3450,8361
464500,5,1.5,1,0,3,8,1955,1580,8200
281000,3,1.75,1,0,3,7,1966,1600,8928
620000,3,2.25,1,0,3,8,1990,2970,4496
475000,3,2.25,1,0,4,7,1985,1500,5060
245000,2,2,1,0,4,6,1932,1280,4500
660000,5,2.25,1.5,0,4,7,1925,1780,3750
527500,4,2.25,1,0,5,8,1973,1910,9050
135000,2,1,1,0,4,6,1914,1350,20250
275000,3,1.75,1,0,3,7,2003,2960,5421
430000,4,2,1,0,3,7,1926,1560,2370
213500,3,1,1,0,4,7,1968,1420,6000
535000,3,3,2,0,3,9,2012,2680,6060
641000,3,1.75,1,0,3,7,1952,2660,10766
436300,3,2,1,0,5,7,1952,2030,9420
1.44E+06,4,1.75,1.5,0,3,8,1911,1280,4000
830000,4,2.75,1,0,4,8,1949,2130,13500
380000,3,1,1,0,3,6,1910,1250,4000
132500,3,0.75,1,0,3,6,1945,850,8382
179950,3,1,1,0,3,7,1954,1320,9907
188200,3,1,1,0,4,7,1954,940,7200
659000,4,2,1,0,4,7,1951,2090,10800
317000,3,2,1.5,0,3,7,1926,1400,5950
625000,3,2.25,1,0,3,8,1959,1980,5000
350000,3,1.75,1,0,3,7,1976,1790,9530
750000,3,1.5,1.5,0,5,7,1915,1840,5000
457000,4,1.75,1,0,5,8,1959,2080,9000
632500,4,2,2,0,4,7,1906,1550,5000
223000,3,2,1,0,4,7,1991,1550,7245
610000,4,2.75,1,0,4,8,1976,2340,9000
385000,4,1.75,2,0,4,7,1948,1550,8215
367500,3,3.25,2,0,3,7,2005,1400,1326
385100,3,1,1,0,4,6,1949,1300,7620
230000,2,1,1,0,3,6,1920,1560,6600
286000,3,2.75,2,0,3,7,2008,1170,4800
201700,3,1,1,0,4,7,1967,1540,9576
1.35E+06,4,4.75,2.5,0,3,11,2002,4110,107153
525000,4,1.75,1,0,3,8,1979,2370,7699
361000,3,1.5,1,0,3,7,1975,1680,7800
530000,3,1.5,3,0,3,8,2002,1590,2028
455000,3,2.25,1,0,3,7,1950,1630,7440
421000,4,2.25,1,0,4,7,1966,1600,8400
640000,4,2,1.5,0,3,7,1945,1910,6200
240000,3,1,1,0,3,7,1955,1660,11536
360000,2,1,1,0,4,6,1928,1740,9784
157340,2,1,1,0,2,7,1953,1460,8265
1.24E+06,4,3,2,0,5,8,1950,2100,6798
250000,3,1,1,0,3,6,1954,1500,8954
735000,6,2.75,1,0,5,7,1962,2190,43124
884900,7,4.75,1.5,0,3,8,1967,2310,10910
775000,3,3.5,2,0,3,8,1948,2300,81698
463000,3,1.75,1,0,3,7,1948,2260,8839
579000,3,2.5,3,0,3,8,2009,1590,1231
570000,6,3.75,2,0,3,10,2004,3180,5700
1.06E+06,5,4.5,2,0,3,10,2005,3960,8410
375000,4,2.75,1,0,4,8,1971,2850,12900
422000,2,1.75,1,0,4,7,1938,1200,4220
866500,4,3.5,2,0,3,9,2014,1220,4945
705000,3,2.5,2,0,3,10,1986,2580,10142
470000,4,2.5,2,0,3,8,1994,2090,10133
360000,3,1.25,1,0,4,7,1966,2140,9543
795000,4,2.5,1,0,3,8,1948,3470,12615
800000,4,2.5,2,0,3,9,2003,3100,7807
2.45E+06,4,3.5,1.5,0,5,10,1935,3710,8828
277284,3,1.75,1,0,3,6,1927,1540,4800
460000,2,1,1,0,5,7,1953,1780,5000
898888,3,2.5,2,0,3,9,1996,2080,4000
211000,3,1,1,0,3,7,1981,1810,215622
222000,2,2,2,0,3,6,2004,1310,3300
672000,3,2.5,2,0,3,7,1992,2570,23650
778000,3,2.25,1,0,5,9,1974,3020,35291
312500,3,1.75,1,0,4,8,1976,2440,9600
650000,4,2.5,1.5,0,3,8,1975,2150,5280
740000,6,2.25,1,0,4,8,1959,2320,10250
320000,3,2,1,0,5,7,1972,2190,17440
455000,4,2.5,2,0,3,7,1990,2050,14859
2.45E+06,5,4,2,0,3,10,2013,2470,9490
500000,3,3.25,3,0,3,8,2001,1550,1092
325000,3,1.75,1,0,3,7,1978,1610,16684
416000,3,2.5,3,0,3,8,2004,1610,1282
495000,4,2.25,2,0,4,7,1968,2190,21560
549000,2,1,1,0,5,7,1908,1520,4800
589000,5,2,1.5,0,4,8,1968,2200,8190
194820,3,1.5,1,0,3,7,1967,1616,32700
405000,3,2.5,1.5,0,3,7,1910,1790,5355
625000,3,2.5,1.5,0,3,7,1910,1790,5355
205000,3,1,1,0,3,7,1954,1440,9350
345100,3,3.75,1,0,3,8,1959,1950,6670
200000,3,1,1,0,3,6,1953,1250,6000
1.91E+06,4,3.5,2,0,3,11,2001,3520,18564
524500,3,1.5,1,0,3,7,1988,1660,145926
598600,4,2.75,2,0,3,7,1993,2370,233917
367777,5,3,1,0,3,7,1978,1820,6710
750000,3,2.75,1,0,4,7,1946,1800,5036
575000,5,2.25,2,0,3,8,1968,2110,7992
84000,2,1,1,0,3,6,1949,1490,18630
255000,2,1,1,0,4,6,1926,1170,4968
1.74E+06,4,3.75,1.5,0,3,10,1926,3300,5000
415000,3,2.25,1,0,3,7,1977,1200,4760
449900,3,2.5,2,0,3,9,1990,720,9736
220000,5,1.5,1.5,0,3,7,1929,1440,16365
899000,4,2.5,2,0,3,10,2003,3280,7546
430000,3,2.5,1,0,5,7,1954,1160,6941
472500,4,2.5,2,0,3,10,2001,2770,16482
680000,6,2.5,1,0,4,8,1967,2670,9625
1.65E+06,5,4,2,0,3,10,2000,3430,8400
810000,3,2,2,0,5,7,1921,1920,5350
605000,3,2.5,2,0,4,9,1977,2090,219542
522000,3,1.75,1,0,3,7,1958,1830,10850
759000,5,2.75,2,0,3,10,2005,3480,7331
411000,4,2.75,2,0,3,8,1966,1660,5970
286950,4,2.5,1,0,3,7,1984,1890,7977
440000,3,1.5,3,0,3,7,2000,1720,1286
149000,3,1,1,0,3,6,1955,1500,7980
284700,3,1,1,0,3,6,1955,1500,7980
374950,3,2.5,1,0,3,8,1964,2230,10310
816000,3,1.5,1,0,3,8,1952,1660,9000
533250,4,1.75,1,0,4,7,1960,1840,12500
689800,3,2.75,1,0,5,8,1942,2390,12712
775000,4,2.75,1.5,0,4,8,1947,2430,6000
702000,3,2.5,1,0,3,8,1991,2060,9811
160000,3,1,1.5,0,3,6,1942,1300,8700
255500,3,1,1.5,0,3,6,1942,1300,8700
949000,4,2.75,1,0,4,9,1973,2980,42253
169500,2,1,1,0,4,6,1944,800,7450
586000,4,2.25,2,0,4,8,1965,2110,10431
680000,4,2.5,1,0,4,8,1978,2290,37431
851500,3,2,1,0,5,8,1977,1670,7416
582500,2,1.5,1,0,3,7,1948,1640,4800
637000,4,3.5,2,0,3,9,2008,1830,434728
225000,3,1,1,0,3,7,1955,1320,13500
795000,3,3.25,2,0,3,8,2003,1600,4800
304999,4,2.25,1,0,3,7,1976,1930,15000
95000,1,0.75,1,0,4,5,1915,970,6696
240000,4,1.75,1,0,5,5,1942,1150,5382
772000,4,2.5,1,0,4,7,1958,2140,8680
245000,2,1.5,1,0,4,8,1983,1460,5375
430000,5,3,1,0,3,8,1999,1980,7130
799000,3,1.5,1.5,0,5,8,1916,2700,6300
880000,5,2.75,2,0,3,9,2007,2250,9675
750000,4,2.5,2,0,3,9,2004,3450,7538
2.89E+06,4,4,2,0,3,11,2008,3930,7994
532000,3,2.5,2,0,3,8,1993,2090,6668
525000,4,2.75,1,0,4,8,1978,2270,10430
239000,2,1,1,0,4,7,1952,1680,8400
460000,2,1.5,1,0,3,8,1951,1700,4000
540000,4,2.25,1.5,0,3,8,1962,2270,10146
475000,2,1,1,0,3,7,1923,1310,4590
445000,3,1.75,1,0,3,8,1968,1350,4998
1.58E+06,5,3.75,2,0,5,11,1991,3380,9240
549950,4,2.5,2,0,3,8,2004,3640,7326
294950,4,2,1.5,0,4,6,1940,1630,8599
736000,3,2.5,3,0,3,8,1993,1980,3144
214946,3,1.75,1,0,4,7,1980,1750,9090
856000,5,3.25,2,0,3,9,2003,3260,5500
775000,2,2.5,1,0,3,9,2004,2315,7045
205000,3,1.75,1,0,3,7,1959,1564,8115
429592,2,2.75,1.5,1,5,6,1903,1110,8328
414250,4,1.75,1,0,4,7,1977,1470,13530
399950,4,2.75,1,0,4,6,1906,1040,4400
319990,3,2.25,1,0,5,7,1979,2050,7475
524000,3,1.5,1,0,4,8,1970,2100,9449
349950,2,1,1.5,0,4,7,1913,1600,9616
889000,4,2.5,1.5,0,4,8,1927,2070,4480
300000,3,1,1.5,0,5,6,1919,1060,5160
395000,1,1,1,0,3,7,1911,1520,5000
348000,2,2.5,3,0,3,7,2008,1280,1199
830000,2,1,1,0,4,7,1921,2450,7200
173000,2,1,1,0,4,7,1965,1240,11200
585000,4,1.75,1,0,3,7,1950,2500,9821
576750,3,2,1,0,4,7,1966,1450,5000
495000,5,3.25,1,0,3,7,1962,2020,7620
216650,3,3.5,2,0,3,7,2007,1220,4000
615000,4,2.75,1,0,3,8,1978,2750,10620
675000,4,2.5,1,0,4,8,1978,2740,11779
510000,3,2,1,0,4,8,1983,1830,8003
630000,3,2.5,2,0,3,8,1995,2020,60080
359950,4,2.5,2,0,3,8,2003,3010,5772
265000,3,1.5,1.5,0,3,7,1986,2080,11250
210000,3,1,1,0,4,6,1916,1540,5110
367000,3,2.5,1,0,4,6,1998,2180,111078
1.08E+06,4,2.25,1.5,0,4,9,1926,2880,6000
756000,3,2.5,1,0,4,8,1948,2760,8297
203000,3,2.25,1,0,3,7,1960,1630,9206
535000,4,2.5,2,0,3,9,2002,2470,17009
525000,3,3.25,2,0,4,7,1947,1260,6765
347500,3,1.75,1,0,3,7,1981,1470,7938
620000,3,1.75,2.5,0,3,9,2005,1480,2441
645000,4,2.5,2,0,3,8,1996,2340,13286
2.20E+06,4,3,2,0,3,10,1940,3430,8214
280000,3,2,1,0,4,7,1990,1330,40015
432000,3,2,1,0,4,7,1924,1690,5800
790000,3,1.5,2,0,3,9,1929,2610,5000
635000,4,1.75,1,0,5,8,1957,1680,10050
442000,3,1.5,1,0,3,7,1958,1590,7214
490000,4,3,2,0,3,7,2001,2640,5670
250000,5,1.75,1,0,5,7,1962,1740,7210
1.33E+06,4,2.5,2.5,0,4,8,1902,2440,5440
120000,3,1,1,0,3,6,1954,1260,7500
2.95E+06,5,4.75,1,0,3,11,2003,4170,17668
325000,4,2.5,2,0,3,7,1993,1670,9485
210000,4,1.75,1,0,3,7,1968,1490,7800
215000,1,1,1,0,4,5,1920,1360,7380
387000,3,1.75,1,0,5,8,1968,1800,10800
408000,3,1,1.5,0,4,7,1925,1160,6700
410000,3,1,1,0,4,7,1953,1470,9300
216000,3,1,1,0,3,6,1925,1520,7560
390000,3,1,1,0,3,6,1925,1520,7560
357000,3,1.5,1,0,2,7,1950,2020,13673
215000,3,1,1,0,4,7,1970,1750,7200
265000,3,1,1.5,0,3,5,1900,1610,5650
589950,3,2.75,3,0,3,9,2014,1520,4800
440000,3,1.75,1,0,3,8,1950,2650,11063
248000,2,1,1,0,4,4,1914,1420,6960
730000,3,2.25,2,0,3,9,1977,3080,39630
425000,4,2.5,2,0,3,8,2004,2767,8604
680000,3,2.5,2,0,4,8,1977,2620,12343
341500,5,2.25,2,0,3,8,1980,2160,8267
395000,2,1,1,0,3,7,1950,1110,4280
1.23E+06,4,2.75,1.5,0,4,10,1962,3721,35352
695500,5,2.75,1,0,4,8,1975,2650,9780
308000,3,1.75,1,0,3,8,1977,1990,8400
422500,3,2,1,0,4,7,1977,1660,20720
418000,2,1,1,0,4,7,1915,1620,6280
385000,5,1.5,1.5,0,4,7,1961,1750,10295
876650,3,3.25,1.5,0,5,9,1928,2720,21070
450000,3,2.5,2,0,3,8,2003,1580,1733
418800,4,2.25,1,0,4,7,1973,1930,10511
330000,2,1,2,0,4,7,1945,1010,1748
550000,3,1.75,1,0,4,8,1963,2400,8674
270000,4,2.5,1,0,3,7,1990,2010,10495
978500,3,2.25,2,0,3,9,1940,3070,7500
975000,4,2.5,2,0,3,10,1981,3240,12348
455000,3,2.25,1,0,3,7,1973,1740,7016
1.42E+06,4,3.25,2,0,3,11,1991,2440,22693
220000,2,1,1,0,5,6,1951,1350,10400
490000,3,2,2,0,4,7,1970,1380,12196
420000,4,2.25,2,0,3,7,1978,1710,7910
408500,4,2.5,2,0,3,9,2003,2640,6958
716000,3,1.5,1.5,0,3,7,1915,1260,4800
965000,4,2.5,2,0,5,8,1938,2320,5000
357823,3,1.5,1,0,3,8,1968,1690,10800
7.06E+06,5,4.5,2,1,3,11,1940,3930,25449
425000,3,2.25,1,0,3,7,1977,1470,9500
711777,4,1.75,1,0,4,7,1953,1600,6350
335000,3,1,1,0,4,7,1966,1830,9903
825000,4,1.5,1.5,0,3,8,1919,1700,6250
210000,2,1,1.5,0,4,6,1900,1280,6000
575000,2,1.75,2,0,3,8,1983,2360,9700
1.21E+06,4,2.75,2,0,3,10,2003,4650,11544
